"id_drugProduct"	"id_drug"
"DRPR-001292"	"DRUG-010608"
"DRPR-001293"	"DRUG-010608"
"DRPR-001294"	"DRUG-010608"
"DRPR-001295"	"DRUG-008759"
"DRPR-001296"	"DRUG-010391"
"DRPR-001297"	"DRUG-010391"
"DRPR-001298"	"DRUG-009896"
"DRPR-001299"	"DRUG-013233"
"DRPR-001300"	"DRUG-016161"
"DRPR-001301"	"DRUG-009458"
"DRPR-001302"	"DRUG-009842"
"DRPR-001302"	"DRUG-010861"
"DRPR-001303"	"DRUG-000289"
"DRPR-001304"	"DRUG-014434"
"DRPR-001305"	"DRUG-009338"
"DRPR-001306"	"DRUG-010257"
"DRPR-001307"	"DRUG-010257"
"DRPR-001308"	"DRUG-010257"
"DRPR-001309"	"DRUG-009910"
"DRPR-001310"	"DRUG-010423"
"DRPR-001311"	"DRUG-009398"
"DRPR-001312"	"DRUG-015493"
"DRPR-001313"	"DRUG-009241"
"DRPR-001314"	
"DRPR-001315"	"DRUG-010283"
"DRPR-001316"	"DRUG-009332"
"DRPR-001317"	"DRUG-002117"
"DRPR-001318"	"DRUG-002117"
"DRPR-001319"	"DRUG-016916"
"DRPR-001320"	"DRUG-005640"
"DRPR-001321"	"DRUG-015914"
"DRPR-001322"	"DRUG-010086"
"DRPR-001322"	"DRUG-010591"
"DRPR-001323"	"DRUG-010086"
"DRPR-001323"	"DRUG-009910"
"DRPR-001324"	"DRUG-001351"
"DRPR-001325"	"DRUG-010027"
"DRPR-001326"	"DRUG-010027"
"DRPR-001327"	"DRUG-010027"
"DRPR-001328"	"DRUG-009838"
"DRPR-001329"	"DRUG-003181"
"DRPR-001330"	"DRUG-009232"
"DRPR-001330"	"DRUG-010570"
"DRPR-001331"	"DRUG-009351"
"DRPR-001332"	"DRUG-003435"
"DRPR-001332"	"DRUG-017033"
"DRPR-001333"	"DRUG-009346"
"DRPR-001334"	"DRUG-008666"
"DRPR-001334"	"DRUG-004267"
"DRPR-001335"	"DRUG-010447"
"DRPR-001336"	"DRUG-009366"
"DRPR-001336"	"DRUG-010447"
"DRPR-001337"	"DRUG-010341"
"DRPR-001338"	"DRUG-010341"
"DRPR-001339"	"DRUG-000367"
"DRPR-001340"	"DRUG-010086"
"DRPR-001340"	"DRUG-009910"
"DRPR-001341"	"DRUG-009912"
"DRPR-001342"	"DRUG-009912"
"DRPR-001343"	"DRUG-009912"
"DRPR-001344"	"DRUG-010317"
"DRPR-001345"	"DRUG-010317"
"DRPR-001345"	"DRUG-009366"
"DRPR-001346"	"DRUG-010309"
"DRPR-001346"	"DRUG-010317"
"DRPR-001347"	"DRUG-010010"
"DRPR-001347"	"DRUG-009713"
"DRPR-001348"	"DRUG-012684"
"DRPR-001349"	"DRUG-011590"
"DRPR-001350"	"DRUG-013534"
"DRPR-001351"	"DRUG-013534"
"DRPR-001352"	"DRUG-010086"
"DRPR-001352"	"DRUG-012061"
"DRPR-001353"	"DRUG-016787"
"DRPR-001354"	"DRUG-012006"
"DRPR-001355"	"DRUG-000230"
"DRPR-001356"	
"DRPR-001357"	"DRUG-012011"
"DRPR-001357"	"DRUG-010484"
"DRPR-001358"	"DRUG-009831"
"DRPR-001359"	"DRUG-010802"
"DRPR-001360"	"DRUG-012019"
"DRPR-001361"	"DRUG-011024"
"DRPR-001362"	"DRUG-003678"
"DRPR-001363"	"DRUG-000101"
"DRPR-001364"	"DRUG-000101"
"DRPR-001365"	"DRUG-000218"
"DRPR-001366"	"DRUG-000101"
"DRPR-001367"	"DRUG-010401"
"DRPR-001368"	"DRUG-010401"
"DRPR-001369"	"DRUG-010009"
"DRPR-001370"	"DRUG-015727"
"DRPR-001371"	"DRUG-000123"
"DRPR-001371"	"DRUG-003101"
"DRPR-001372"	"DRUG-014725"
"DRPR-001373"	"DRUG-000387"
"DRPR-001374"	"DRUG-010766"
"DRPR-001375"	"DRUG-010766"
"DRPR-001376"	"DRUG-011706"
"DRPR-001377"	"DRUG-009990"
"DRPR-001378"	"DRUG-009378"
"DRPR-001379"	"DRUG-009241"
"DRPR-001380"	
"DRPR-001381"	"DRUG-000120"
"DRPR-001382"	
"DRPR-001383"	
"DRPR-001384"	
"DRPR-001385"	
"DRPR-001386"	"DRUG-017817"
"DRPR-001387"	"DRUG-000021"
"DRPR-001387"	"DRUG-010493"
"DRPR-001388"	"DRUG-010432"
"DRPR-001389"	"DRUG-000106"
"DRPR-001390"	"DRUG-000106"
"DRPR-001391"	"DRUG-000106"
"DRPR-001392"	"DRUG-010564"
"DRPR-001393"	"DRUG-010564"
"DRPR-001394"	"DRUG-017567"
"DRPR-001395"	"DRUG-000056"
"DRPR-001396"	"DRUG-009905"
"DRPR-001397"	"DRUG-000294"
"DRPR-001398"	"DRUG-005536"
"DRPR-001398"	"DRUG-004784"
"DRPR-001399"	"DRUG-010510"
"DRPR-001400"	"DRUG-000049"
"DRPR-001401"	"DRUG-010838"
"DRPR-001402"	"DRUG-000049"
"DRPR-001402"	"DRUG-012011"
"DRPR-001402"	"DRUG-010484"
"DRPR-001403"	"DRUG-000049"
"DRPR-001403"	"DRUG-012011"
"DRPR-001403"	"DRUG-010484"
"DRPR-001404"	"DRUG-009366"
"DRPR-001404"	"DRUG-009605"
"DRPR-001405"	
"DRPR-001406"	"DRUG-000115"
"DRPR-001407"	"DRUG-000110"
"DRPR-001408"	"DRUG-000110"
"DRPR-001409"	"DRUG-001082"
"DRPR-001410"	"DRUG-003493"
"DRPR-001411"	"DRUG-000272"
"DRPR-001412"	"DRUG-010263"
"DRPR-001413"	"DRUG-000369"
"DRPR-001414"	"DRUG-012815"
"DRPR-001415"	
"DRPR-001416"	"DRUG-010006"
"DRPR-001417"	"DRUG-012549"
"DRPR-001418"	
"DRPR-001419"	"DRUG-000021"
"DRPR-001420"	"DRUG-003646"
"DRPR-001421"	"DRUG-001097"
"DRPR-001422"	"DRUG-001097"
"DRPR-001423"	"DRUG-001097"
"DRPR-001424"	"DRUG-009458"
"DRPR-001425"	"DRUG-009458"
"DRPR-001426"	"DRUG-000113"
"DRPR-001427"	"DRUG-000113"
"DRPR-001428"	"DRUG-009952"
"DRPR-001429"	"DRUG-010582"
"DRPR-001430"	"DRUG-001661"
"DRPR-001431"	"DRUG-000114"
"DRPR-001432"	"DRUG-010581"
"DRPR-001433"	"DRUG-010581"
"DRPR-001434"	"DRUG-010581"
"DRPR-001435"	"DRUG-010581"
"DRPR-001436"	"DRUG-010581"
"DRPR-001437"	"DRUG-013001"
"DRPR-001438"	"DRUG-010739"
"DRPR-001439"	"DRUG-000371"
"DRPR-001440"	"DRUG-000371"
"DRPR-001441"	"DRUG-000371"
"DRPR-001442"	"DRUG-000371"
"DRPR-001443"	"DRUG-013001"
"DRPR-001444"	"DRUG-010582"
"DRPR-001445"	"DRUG-010582"
"DRPR-001446"	"DRUG-010582"
"DRPR-001447"	"DRUG-010582"
"DRPR-001448"	"DRUG-000115"
"DRPR-001449"	"DRUG-010024"
"DRPR-001450"	"DRUG-000116"
"DRPR-001451"	"DRUG-009924"
"DRPR-001452"	"DRUG-010791"
"DRPR-001453"	"DRUG-010791"
"DRPR-001454"	"DRUG-010791"
"DRPR-001455"	"DRUG-010791"
"DRPR-001456"	"DRUG-009680"
"DRPR-001457"	"DRUG-008343"
"DRPR-001458"	"DRUG-009980"
"DRPR-001459"	"DRUG-009366"
"DRPR-001459"	"DRUG-009980"
"DRPR-001460"	"DRUG-009366"
"DRPR-001461"	"DRUG-010308"
"DRPR-001462"	"DRUG-010585"
"DRPR-001463"	"DRUG-010585"
"DRPR-001464"	"DRUG-010585"
"DRPR-001465"	"DRUG-010585"
"DRPR-001466"	"DRUG-010988"
"DRPR-001467"	"DRUG-010892"
"DRPR-001468"	"DRUG-010450"
"DRPR-001469"	"DRUG-010450"
"DRPR-001470"	"DRUG-010086"
"DRPR-001470"	"DRUG-010591"
"DRPR-001471"	"DRUG-014070"
"DRPR-001472"	"DRUG-010006"
"DRPR-001473"	"DRUG-010451"
"DRPR-001474"	"DRUG-010451"
"DRPR-001475"	"DRUG-010451"
"DRPR-001476"	"DRUG-010451"
"DRPR-001477"	"DRUG-010451"
"DRPR-001478"	"DRUG-010451"
"DRPR-001479"	"DRUG-014679"
"DRPR-001480"	"DRUG-009837"
"DRPR-001481"	"DRUG-011750"
"DRPR-001482"	"DRUG-016590"
"DRPR-001483"	"DRUG-009910"
"DRPR-001484"	"DRUG-010828"
"DRPR-001485"	"DRUG-009742"
"DRPR-001486"	"DRUG-000221"
"DRPR-001487"	"DRUG-010263"
"DRPR-001488"	"DRUG-011526"
"DRPR-001489"	"DRUG-000439"
"DRPR-001490"	"DRUG-009806"
"DRPR-001491"	"DRUG-005975"
"DRPR-001492"	"DRUG-010206"
"DRPR-001493"	"DRUG-009892"
"DRPR-001494"	"DRUG-010586"
"DRPR-001495"	"DRUG-010586"
"DRPR-001496"	"DRUG-010586"
"DRPR-001497"	"DRUG-010586"
"DRPR-001498"	"DRUG-010586"
"DRPR-001499"	"DRUG-002924"
"DRPR-001500"	"DRUG-009232"
"DRPR-001500"	"DRUG-010888"
"DRPR-001501"	"DRUG-006772"
"DRPR-001502"	"DRUG-018041"
"DRPR-001503"	"DRUG-009180"
"DRPR-001503"	"DRUG-009944"
"DRPR-001503"	"DRUG-009658"
"DRPR-001503"	"DRUG-009968"
"DRPR-001504"	"DRUG-010587"
"DRPR-001505"	"DRUG-012811"
"DRPR-001506"	"DRUG-010587"
"DRPR-001507"	"DRUG-000137"
"DRPR-001508"	"DRUG-010586"
"DRPR-001509"	"DRUG-005098"
"DRPR-001510"	"DRUG-010976"
"DRPR-001511"	
"DRPR-001512"	"DRUG-000269"
"DRPR-001513"	"DRUG-005661"
"DRPR-001514"	"DRUG-010392"
"DRPR-001515"	"DRUG-008343"
"DRPR-001516"	"DRUG-008343"
"DRPR-001517"	"DRUG-000122"
"DRPR-001518"	"DRUG-002415"
"DRPR-001519"	"DRUG-002624"
"DRPR-001520"	"DRUG-010561"
"DRPR-001520"	"DRUG-010561"
"DRPR-001520"	"DRUG-009298"
"DRPR-001520"	"DRUG-009298"
"DRPR-001521"	"DRUG-010006"
"DRPR-001521"	"DRUG-010591"
"DRPR-001521"	"DRUG-001044"
"DRPR-001522"	
"DRPR-001523"	"DRUG-000279"
"DRPR-001524"	"DRUG-000344"
"DRPR-001525"	
"DRPR-001526"	
"DRPR-001527"	"DRUG-010802"
"DRPR-001528"	"DRUG-017110"
"DRPR-001529"	"DRUG-017110"
"DRPR-001530"	"DRUG-009950"
"DRPR-001531"	"DRUG-001782"
"DRPR-001532"	"DRUG-011337"
"DRPR-001533"	"DRUG-011557"
"DRPR-001534"	"DRUG-013095"
"DRPR-001535"	"DRUG-010396"
"DRPR-001536"	"DRUG-010588"
"DRPR-001537"	"DRUG-012815"
"DRPR-001538"	"DRUG-012815"
"DRPR-001539"	"DRUG-011952"
"DRPR-001539"	"DRUG-012815"
"DRPR-001540"	"DRUG-012008"
"DRPR-001541"	"DRUG-012008"
"DRPR-001542"	"DRUG-010589"
"DRPR-001543"	"DRUG-010478"
"DRPR-001544"	"DRUG-010512"
"DRPR-001545"	
"DRPR-001546"	"DRUG-009928"
"DRPR-001547"	"DRUG-016624"
"DRPR-001547"	"DRUG-000832"
"DRPR-001548"	"DRUG-010457"
"DRPR-001549"	"DRUG-016574"
"DRPR-001550"	"DRUG-010658"
"DRPR-001551"	
"DRPR-001552"	"DRUG-010585"
"DRPR-001553"	"DRUG-000135"
"DRPR-001554"	"DRUG-010458"
"DRPR-001555"	"DRUG-012443"
"DRPR-001556"	"DRUG-009784"
"DRPR-001557"	"DRUG-013272"
"DRPR-001558"	"DRUG-013272"
"DRPR-001559"	"DRUG-016735"
"DRPR-001560"	"DRUG-002326"
"DRPR-001561"	"DRUG-012243"
"DRPR-001562"	"DRUG-014172"
"DRPR-001563"	
"DRPR-001564"	"DRUG-000131"
"DRPR-001565"	"DRUG-000069"
"DRPR-001566"	"DRUG-014517"
"DRPR-001567"	"DRUG-002187"
"DRPR-001568"	"DRUG-000845"
"DRPR-001569"	"DRUG-000845"
"DRPR-001570"	"DRUG-011567"
"DRPR-001571"	"DRUG-000435"
"DRPR-001572"	"DRUG-009712"
"DRPR-001573"	"DRUG-011018"
"DRPR-001574"	"DRUG-011018"
"DRPR-001575"	"DRUG-004684"
"DRPR-001576"	"DRUG-004684"
"DRPR-001576"	"DRUG-009885"
"DRPR-001577"	"DRUG-009884"
"DRPR-001578"	"DRUG-010559"
"DRPR-001579"	"DRUG-009869"
"DRPR-001580"	"DRUG-005326"
"DRPR-001581"	
"DRPR-001582"	"DRUG-011954"
"DRPR-001583"	"DRUG-011954"
"DRPR-001584"	"DRUG-012042"
"DRPR-001585"	"DRUG-012042"
"DRPR-001586"	"DRUG-000382"
"DRPR-001587"	"DRUG-000382"
"DRPR-001588"	"DRUG-014443"
"DRPR-001589"	"DRUG-016000"
"DRPR-001590"	"DRUG-000136"
"DRPR-001591"	"DRUG-011810"
"DRPR-001592"	"DRUG-001620"
"DRPR-001593"	"DRUG-009481"
"DRPR-001594"	"DRUG-009481"
"DRPR-001595"	"DRUG-009481"
"DRPR-001596"	"DRUG-009481"
"DRPR-001597"	"DRUG-009481"
"DRPR-001598"	"DRUG-011810"
"DRPR-001599"	"DRUG-009481"
"DRPR-001600"	"DRUG-010461"
"DRPR-001601"	"DRUG-000069"
"DRPR-001602"	"DRUG-000048"
"DRPR-001603"	"DRUG-016152"
"DRPR-001604"	"DRUG-010614"
"DRPR-001605"	"DRUG-010614"
"DRPR-001606"	"DRUG-010591"
"DRPR-001607"	"DRUG-010086"
"DRPR-001607"	"DRUG-010591"
"DRPR-001608"	"DRUG-010791"
"DRPR-001609"	"DRUG-010309"
"DRPR-001610"	"DRUG-010086"
"DRPR-001610"	"DRUG-010591"
"DRPR-001611"	"DRUG-009570"
"DRPR-001611"	"DRUG-009658"
"DRPR-001612"	"DRUG-010359"
"DRPR-001613"	"DRUG-012813"
"DRPR-001614"	"DRUG-010309"
"DRPR-001615"	"DRUG-004267"
"DRPR-001616"	"DRUG-012814"
"DRPR-001617"	"DRUG-009902"
"DRPR-001618"	"DRUG-009902"
"DRPR-001619"	"DRUG-010275"
"DRPR-001620"	"DRUG-010275"
"DRPR-001621"	"DRUG-000153"
"DRPR-001622"	"DRUG-000305"
"DRPR-001623"	"DRUG-000112"
"DRPR-001624"	"DRUG-012218"
"DRPR-001625"	"DRUG-012218"
"DRPR-001626"	"DRUG-010569"
"DRPR-001626"	"DRUG-015005"
"DRPR-001627"	"DRUG-006884"
"DRPR-001628"	"DRUG-015207"
"DRPR-001629"	"DRUG-009944"
"DRPR-001629"	"DRUG-009570"
"DRPR-001629"	"DRUG-009658"
"DRPR-001630"	"DRUG-015200"
"DRPR-001631"	"DRUG-013889"
"DRPR-001632"	"DRUG-003030"
"DRPR-001633"	
"DRPR-001634"	
"DRPR-001635"	"DRUG-016152"
"DRPR-001636"	"DRUG-010086"
"DRPR-001636"	"DRUG-009884"
"DRPR-001637"	"DRUG-010791"
"DRPR-001638"	"DRUG-010814"
"DRPR-001639"	"DRUG-017158"
"DRPR-001640"	"DRUG-012056"
"DRPR-001641"	"DRUG-012087"
"DRPR-001642"	"DRUG-000131"
"DRPR-001643"	"DRUG-015415"
"DRPR-001644"	"DRUG-011586"
"DRPR-001645"	
"DRPR-001646"	"DRUG-012102"
"DRPR-001647"	"DRUG-009872"
"DRPR-001647"	"DRUG-003026"
"DRPR-001647"	"DRUG-003349"
"DRPR-001648"	"DRUG-003204"
"DRPR-001649"	"DRUG-000383"
"DRPR-001650"	"DRUG-012102"
"DRPR-001651"	"DRUG-009877"
"DRPR-001652"	"DRUG-000453"
"DRPR-001653"	"DRUG-006665"
"DRPR-001654"	"DRUG-010309"
"DRPR-001654"	"DRUG-009366"
"DRPR-001654"	"DRUG-011589"
"DRPR-001655"	"DRUG-001889"
"DRPR-001656"	"DRUG-009285"
"DRPR-001657"	"DRUG-009285"
"DRPR-001658"	
"DRPR-001659"	"DRUG-001556"
"DRPR-001659"	"DRUG-010597"
"DRPR-001660"	"DRUG-005735"
"DRPR-001661"	"DRUG-010856"
"DRPR-001662"	"DRUG-010856"
"DRPR-001663"	
"DRPR-001664"	"DRUG-001426"
"DRPR-001665"	
"DRPR-001666"	"DRUG-016152"
"DRPR-001667"	"DRUG-001397"
"DRPR-001668"	"DRUG-000124"
"DRPR-001669"	"DRUG-015807"
"DRPR-001670"	"DRUG-005739"
"DRPR-001671"	"DRUG-013642"
"DRPR-001672"	"DRUG-000095"
"DRPR-001673"	
"DRPR-001674"	"DRUG-002665"
"DRPR-001675"	"DRUG-000453"
"DRPR-001676"	"DRUG-000264"
"DRPR-001677"	"DRUG-001705"
"DRPR-001678"	"DRUG-000001"
"DRPR-001679"	"DRUG-008532"
"DRPR-001680"	"DRUG-016897"
"DRPR-001681"	
"DRPR-001682"	
"DRPR-001683"	"DRUG-000427"
"DRPR-001684"	"DRUG-012248"
"DRPR-001684"	"DRUG-009811"
"DRPR-001685"	"DRUG-009806"
"DRPR-001686"	"DRUG-010490"
"DRPR-001687"	"DRUG-010257"
"DRPR-001687"	"DRUG-009949"
"DRPR-001688"	"DRUG-010596"
"DRPR-001689"	"DRUG-010584"
"DRPR-001690"	"DRUG-005743"
"DRPR-001691"	"DRUG-009261"
"DRPR-001692"	"DRUG-003510"
"DRPR-001693"	"DRUG-010461"
"DRPR-001694"	"DRUG-001044"
"DRPR-001695"	"DRUG-004994"
"DRPR-001696"	"DRUG-004994"
"DRPR-001697"	"DRUG-004711"
"DRPR-001697"	"DRUG-005631"
"DRPR-001698"	"DRUG-006171"
"DRPR-001699"	"DRUG-010464"
"DRPR-001700"	"DRUG-010086"
"DRPR-001700"	"DRUG-011582"
"DRPR-001701"	"DRUG-000568"
"DRPR-001702"	"DRUG-010593"
"DRPR-001703"	"DRUG-010593"
"DRPR-001704"	"DRUG-014172"
"DRPR-001704"	"DRUG-012133"
"DRPR-001705"	"DRUG-000106"
"DRPR-001706"	"DRUG-010307"
"DRPR-001707"	"DRUG-009571"
"DRPR-001707"	"DRUG-009571"
"DRPR-001708"	"DRUG-014215"
"DRPR-001709"	"DRUG-002651"
"DRPR-001710"	"DRUG-002651"
"DRPR-001711"	"DRUG-000034"
"DRPR-001712"	"DRUG-000034"
"DRPR-001712"	"DRUG-009337"
"DRPR-001713"	"DRUG-000371"
"DRPR-001714"	"DRUG-010504"
"DRPR-001715"	"DRUG-000392"
"DRPR-001716"	"DRUG-009490"
"DRPR-001717"	"DRUG-009492"
"DRPR-001718"	"DRUG-002919"
"DRPR-001719"	"DRUG-009933"
"DRPR-001720"	"DRUG-009933"
"DRPR-001721"	"DRUG-006194"
"DRPR-001722"	"DRUG-010465"
"DRPR-001723"	"DRUG-010465"
"DRPR-001724"	"DRUG-010465"
"DRPR-001725"	
"DRPR-001726"	"DRUG-010756"
"DRPR-001727"	"DRUG-009933"
"DRPR-001728"	"DRUG-009492"
"DRPR-001729"	"DRUG-009492"
"DRPR-001730"	"DRUG-009492"
"DRPR-001731"	"DRUG-009492"
"DRPR-001732"	"DRUG-009492"
"DRPR-001733"	"DRUG-012257"
"DRPR-001734"	"DRUG-009936"
"DRPR-001735"	"DRUG-003133"
"DRPR-001736"	"DRUG-009241"
"DRPR-001737"	"DRUG-000049"
"DRPR-001738"	"DRUG-010559"
"DRPR-001739"	"DRUG-000393"
"DRPR-001740"	"DRUG-000393"
"DRPR-001741"	"DRUG-000393"
"DRPR-001742"	"DRUG-000322"
"DRPR-001743"	"DRUG-000129"
"DRPR-001744"	"DRUG-006703"
"DRPR-001745"	"DRUG-010592"
"DRPR-001746"	"DRUG-000130"
"DRPR-001747"	
"DRPR-001748"	"DRUG-010028"
"DRPR-001749"	"DRUG-004061"
"DRPR-001750"	"DRUG-009511"
"DRPR-001751"	
"DRPR-001752"	"DRUG-010411"
"DRPR-001752"	"DRUG-009996"
"DRPR-001753"	
"DRPR-001754"	
"DRPR-001755"	
"DRPR-001756"	"DRUG-010563"
"DRPR-001757"	"DRUG-010545"
"DRPR-001758"	"DRUG-010471"
"DRPR-001759"	"DRUG-002025"
"DRPR-001760"	"DRUG-010463"
"DRPR-001761"	"DRUG-010471"
"DRPR-001762"	"DRUG-010471"
"DRPR-001763"	"DRUG-010490"
"DRPR-001764"	"DRUG-001620"
"DRPR-001765"	"DRUG-009687"
"DRPR-001766"	"DRUG-008209"
"DRPR-001767"	"DRUG-000399"
"DRPR-001768"	"DRUG-000398"
"DRPR-001769"	"DRUG-000398"
"DRPR-001770"	
"DRPR-001771"	"DRUG-000398"
"DRPR-001772"	
"DRPR-001773"	
"DRPR-001774"	"DRUG-000134"
"DRPR-001775"	"DRUG-010341"
"DRPR-001776"	"DRUG-009301"
"DRPR-001777"	"DRUG-009458"
"DRPR-001778"	"DRUG-000008"
"DRPR-001778"	"DRUG-009492"
"DRPR-001779"	"DRUG-000020"
"DRPR-001779"	"DRUG-009492"
"DRPR-001780"	"DRUG-011210"
"DRPR-001781"	"DRUG-010016"
"DRPR-001782"	"DRUG-009265"
"DRPR-001782"	"DRUG-009944"
"DRPR-001782"	"DRUG-009962"
"DRPR-001782"	"DRUG-001471"
"DRPR-001783"	"DRUG-000401"
"DRPR-001784"	"DRUG-009512"
"DRPR-001785"	"DRUG-009512"
"DRPR-001786"	"DRUG-010560"
"DRPR-001786"	"DRUG-009512"
"DRPR-001787"	"DRUG-000053"
"DRPR-001788"	"DRUG-009539"
"DRPR-001789"	
"DRPR-001790"	"DRUG-010471"
"DRPR-001791"	"DRUG-002600"
"DRPR-001792"	"DRUG-010477"
"DRPR-001793"	"DRUG-010597"
"DRPR-001794"	"DRUG-010597"
"DRPR-001795"	"DRUG-010597"
"DRPR-001796"	"DRUG-000401"
"DRPR-001796"	"DRUG-000453"
"DRPR-001796"	"DRUG-016786"
"DRPR-001797"	"DRUG-009846"
"DRPR-001798"	
"DRPR-001799"	
"DRPR-001800"	"DRUG-009871"
"DRPR-001801"	"DRUG-000783"
"DRPR-001802"	
"DRPR-001803"	"DRUG-006153"
"DRPR-001804"	"DRUG-000253"
"DRPR-001805"	"DRUG-016916"
"DRPR-001806"	"DRUG-012257"
"DRPR-001807"	
"DRPR-001808"	"DRUG-000085"
"DRPR-001809"	"DRUG-009944"
"DRPR-001809"	"DRUG-009962"
"DRPR-001809"	"DRUG-009658"
"DRPR-001810"	"DRUG-000039"
"DRPR-001811"	"DRUG-000132"
"DRPR-001812"	"DRUG-009180"
"DRPR-001812"	"DRUG-009944"
"DRPR-001812"	"DRUG-009658"
"DRPR-001812"	"DRUG-009968"
"DRPR-001813"	"DRUG-010257"
"DRPR-001813"	"DRUG-011846"
"DRPR-001814"	"DRUG-002689"
"DRPR-001815"	"DRUG-000405"
"DRPR-001816"	"DRUG-000406"
"DRPR-001817"	"DRUG-009915"
"DRPR-001818"	"DRUG-017882"
"DRPR-001819"	
"DRPR-001820"	"DRUG-000378"
"DRPR-001821"	"DRUG-010564"
"DRPR-001822"	"DRUG-009944"
"DRPR-001823"	"DRUG-009944"
"DRPR-001824"	"DRUG-009944"
"DRPR-001825"	"DRUG-009944"
"DRPR-001825"	"DRUG-009658"
"DRPR-001826"	"DRUG-009944"
"DRPR-001827"	"DRUG-009944"
"DRPR-001827"	"DRUG-009658"
"DRPR-001828"	"DRUG-009944"
"DRPR-001828"	"DRUG-009658"
"DRPR-001829"	"DRUG-009944"
"DRPR-001829"	"DRUG-009658"
"DRPR-001830"	"DRUG-009944"
"DRPR-001831"	"DRUG-009265"
"DRPR-001831"	"DRUG-009944"
"DRPR-001831"	"DRUG-009658"
"DRPR-001831"	"DRUG-009967"
"DRPR-001832"	"DRUG-009944"
"DRPR-001832"	"DRUG-009658"
"DRPR-001833"	"DRUG-009519"
"DRPR-001834"	"DRUG-009519"
"DRPR-001835"	"DRUG-000375"
"DRPR-001836"	"DRUG-016773"
"DRPR-001837"	"DRUG-006802"
"DRPR-001838"	"DRUG-000138"
"DRPR-001839"	"DRUG-000088"
"DRPR-001840"	"DRUG-009861"
"DRPR-001841"	"DRUG-010138"
"DRPR-001841"	"DRUG-001426"
"DRPR-001842"	"DRUG-001426"
"DRPR-001843"	"DRUG-001426"
"DRPR-001844"	"DRUG-000139"
"DRPR-001845"	
"DRPR-001846"	
"DRPR-001847"	
"DRPR-001848"	"DRUG-001081"
"DRPR-001849"	
"DRPR-001850"	"DRUG-010374"
"DRPR-001851"	"DRUG-010309"
"DRPR-001852"	"DRUG-004788"
"DRPR-001853"	"DRUG-009394"
"DRPR-001854"	"DRUG-001066"
"DRPR-001855"	"DRUG-018021"
"DRPR-001855"	"DRUG-010876"
"DRPR-001856"	"DRUG-010876"
"DRPR-001857"	"DRUG-002657"
"DRPR-001858"	"DRUG-011791"
"DRPR-001859"	"DRUG-012125"
"DRPR-001860"	"DRUG-010601"
"DRPR-001861"	"DRUG-010342"
"DRPR-001861"	"DRUG-010191"
"DRPR-001862"	"DRUG-009265"
"DRPR-001862"	"DRUG-009944"
"DRPR-001862"	"DRUG-009570"
"DRPR-001862"	"DRUG-009658"
"DRPR-001863"	"DRUG-010361"
"DRPR-001864"	"DRUG-008680"
"DRPR-001865"	"DRUG-008680"
"DRPR-001866"	"DRUG-009350"
"DRPR-001866"	"DRUG-009944"
"DRPR-001866"	"DRUG-009962"
"DRPR-001866"	"DRUG-009658"
"DRPR-001867"	"DRUG-009479"
"DRPR-001868"	"DRUG-009479"
"DRPR-001869"	"DRUG-000141"
"DRPR-001870"	"DRUG-010355"
"DRPR-001871"	"DRUG-014560"
"DRPR-001872"	"DRUG-014560"
"DRPR-001873"	"DRUG-009793"
"DRPR-001874"	"DRUG-000438"
"DRPR-001875"	
"DRPR-001876"	
"DRPR-001877"	"DRUG-010830"
"DRPR-001878"	"DRUG-002810"
"DRPR-001879"	"DRUG-000309"
"DRPR-001880"	"DRUG-000061"
"DRPR-001881"	"DRUG-000061"
"DRPR-001882"	"DRUG-014560"
"DRPR-001883"	"DRUG-010495"
"DRPR-001884"	"DRUG-010495"
"DRPR-001885"	"DRUG-010496"
"DRPR-001886"	"DRUG-000071"
"DRPR-001887"	"DRUG-010602"
"DRPR-001888"	"DRUG-014856"
"DRPR-001889"	"DRUG-000071"
"DRPR-001890"	"DRUG-008695"
"DRPR-001891"	"DRUG-009223"
"DRPR-001892"	"DRUG-009511"
"DRPR-001893"	"DRUG-009511"
"DRPR-001894"	"DRUG-014880"
"DRPR-001895"	"DRUG-000438"
"DRPR-001896"	
"DRPR-001897"	"DRUG-008680"
"DRPR-001898"	"DRUG-001081"
"DRPR-001899"	"DRUG-009033"
"DRPR-001900"	
"DRPR-001901"	"DRUG-010132"
"DRPR-001902"	"DRUG-000568"
"DRPR-001903"	"DRUG-000568"
"DRPR-001904"	
"DRPR-001905"	"DRUG-015834"
"DRPR-001906"	"DRUG-000370"
"DRPR-001907"	"DRUG-000370"
"DRPR-001908"	"DRUG-001122"
"DRPR-001909"	"DRUG-016759"
"DRPR-001909"	"DRUG-010791"
"DRPR-001909"	"DRUG-016576"
"DRPR-001910"	"DRUG-006698"
"DRPR-001911"	"DRUG-009399"
"DRPR-001912"	"DRUG-004700"
"DRPR-001913"	"DRUG-009595"
"DRPR-001914"	"DRUG-003653"
"DRPR-001915"	"DRUG-000421"
"DRPR-001916"	"DRUG-009652"
"DRPR-001917"	"DRUG-010828"
"DRPR-001918"	"DRUG-010480"
"DRPR-001918"	"DRUG-009989"
"DRPR-001919"	"DRUG-014876"
"DRPR-001919"	"DRUG-013642"
"DRPR-001920"	"DRUG-015006"
"DRPR-001921"	"DRUG-010086"
"DRPR-001921"	"DRUG-009910"
"DRPR-001922"	"DRUG-009989"
