"id"	"linked__id"	"status"	"name"	"synonyms"	"usage"	"symbols_drugTarget"	"id@ncit"	"def@ncit"	"codes_atc"
"DRUG-000220"		"curated"	"Mirvetuximab Soravtansine"	"IMGN853#M9346A-sulfo-SPDB-DM4"	"clinical"	"FOLR1"	"C102566"	"An immunoconjugate consisting of the humanized monoclonal antibody M9346A against folate receptor 1 (FOLR1) conjugated, via the disulfide-containing cleavable linker sulfo-SPDB, to the cytotoxic maytansinoid DM4, with potential antineoplastic activity. The anti-FOLR1 monoclonal antibody moiety of mirvetuximab soravtansine targets and binds to the cell surface antigen FOLR1. After antibody-antigen interaction and internalization, the immunoconjugate releases DM4, which binds to tubulin and disrupts microtubule assembly/disassembly dynamics, thereby inhibiting cell division and cell growth of FOLR1-expressing tumor cells. FOLR1, a member of the folate receptor family is overexpressed on a variety of epithelial-derived cancer cells. The sulfo-SPDB linker prevents cleavage in the bloodstream and may improve this agent's efficacy in multidrug resistant tumor cells."	
"DRUG-004047"		"curated"	"Mirzotamab Clezutoclax"	"ABBV 155#ABBV-155#ABBV155#ADC ABBV-155#Antibody-drug Conjugate ABBV-155"	"clinical"	"CD276"	"C157279"	"An antibody-drug conjugate (ADC) composed of a monoclonal antibody against the immunoregulatory protein B7-homologue 3 (B7-H3, CD276) conjugated, via a solubilizing linker, to a B-cell lymphoma extra long (Bcl-XL) inhibitor, with potential antineoplastic activity. Upon administration of mirzotamab clezutoclax, the anti-B7-H3 monoclonal antibody moiety targets and binds to B7-H3 expressed on tumor cells. Upon binding, internalization and linker cleavage, the Bcl-XL inhibitor targets, binds to and inhibits the activity of the pro-survival protein Bcl-XL. This restores apoptotic processes and inhibits the proliferation of B7-H3-expressing tumor cells. B7-H3, a type I transmembrane protein and a member of the B7 co-stimulatory protein superfamily, is overexpressed on certain tumor cell types and on various immune cells. It plays a key role in tumor growth and immune responses."	
"DRUG-000221"		"curated"	"Mitomycin"	"Ametycine#Jelmyto#MITO#Mito-C#Mito-Medac#Mitocin#Mitocin-C#Mitolem#Mitomycin C#Mitomycin-C#Mitomycin-X#Mitomycine C#Mitosol#Mitozytrex#Mutamycin#Mutamycine#NCI-C04706"	"clinical"		"C1820"	"A methylazirinopyrroloindoledione antineoplastic antibiotic isolated from the bacterium Streptomyces caespitosus and other Streptomyces bacterial species.  Bioreduced mitomycin C generates oxygen radicals, alkylates DNA, and produces interstrand DNA cross-links, thereby inhibiting DNA synthesis.  Preferentially toxic to hypoxic cells, mitomycin C also inhibits RNA and protein synthesis at high concentrations. (NCI04)"	"L01DC03"
"DRUG-000373"		"curated"	"Mitoxantrone"	"CL 232315#DHAD#DHAQ#Dihydroxyanthracenedione#Dihydroxyanthracenedione Dihydrochloride#Mitoxantrone Dihydrochloride#Mitoxantrone Hydrochloride#Mitoxantroni Hydrochloridum#Mitozantrone#Mitozantrone Hydrochloride#Mitroxone#Neotalem#Novantrone#Onkotrone#Pralifan"	"clinical"		"C62050"	"An anthracenedione antibiotic with antineoplastic activity. Mitoxantrone intercalates into and crosslinks DNA, thereby disrupting DNA and RNA replication.  This agent also binds to topoisomerase II, resulting in DNA strand breaks and inhibition of DNA repair.  Mitoxantrone is less cardiotoxic compared to doxorubicin."	
"DRUG-000945"		"curated"	"Mivavotinib"	"Spleen Tyrosine Kinase Inhibitor TAK659#syk Inhibitor TAK-659#syk Inhibitor TAK659#syk-Inhibitor TAK-659#syk-Inhibitor TAK659#TAK-659 Free Base#TAK659 Free Base"	"clinical"	"SYK"	"C113162"	"An inhibitor of spleen tyrosine kinase (syk), with potential anti-inflammatory, immunomodulating, and antineoplastic activities. Upon administration, mivavotinib may inhibit the activity of syk, which abrogates downstream B-cell receptor (BCR) signaling and leads to an inhibition of B-cell activation, chemotaxis, adhesion and proliferation. Syk, a BCR-associated non-receptor tyrosine kinase that mediates diverse cellular responses, including proliferation, differentiation, and phagocytosis, is expressed in hematopoietic tissues and is often overexpressed in hematopoietic malignancies."	
"DRUG-001867"		"curated"	"Mobocertinib"	"AP 32788#AP 32788 Succinate#AP-32788#AP-32788 Succinate#AP32788#AP32788 Succinate#EGFR/HER2 Inhibitor TAK-788#Exkivity#Mobocertinib Succinate#TAK 788#TAK 788 Succinate#TAK-788#TAK-788 Succinate#TAK788#TAK788 Succinate"	"clinical"	"EGFR"	"C126752"	"An orally available inhibitor of human epidermal growth factor receptor (EGFR) exon 20 insertion mutations, with antineoplastic activity. Upon oral administration, mobocertinib, and its active metabolites, specifically and irreversibly binds to and inhibits exon 20 insertion mutations of EGFR. This prevents EGFR-mediated signaling and leads to cell death in tumor cells expressing exon 20 insertion mutations. In addition, mobocertinib may inhibit the activity of other EGFR family members, such as human epidermal growth factor receptor 2 (HER2; ERBB2) and HER4. EGFR, HER-2 and -4 are receptor tyrosine kinases often mutated in numerous tumor cell types. They play key roles in tumor cell proliferation and tumor vascularization."	"L01EB10"
"DRUG-000374"		"curated"	"Mocetinostat"	"MG-0103#MGCD0103#Mocetinostat Dihydrobromide"	"clinical"		"C62521"	"A rationally designed, orally available, Class 1-selective, small molecule, 2-aminobenzamide HDAC inhibitor with potential antineoplastic activity. Mocetinostat binds to and inhibits Class 1 isoforms of HDAC, specifically HDAC 1, 2 and 3, which may result in epigenetic changes in tumor cells and so tumor cell death; although the exact mechanism has yet to be defined, tumor cell death may occur through the induction of apoptosis, differentiation, cell cycle arrest, inhibition of DNA repair, upregulation of tumor suppressors, down regulation of growth factors, oxidative stress, and autophagy, among others. Overexpression of Class I HDACs 1, 2 and 3 has been found in many tumors and has been correlated with a poor prognosis."	
"DRUG-002918"		"curated"	"Modotuximab"	"1024 DS#1024-DS#Zatuximab"	"clinical"	"EGFR"	"C152075"	"A recombinant immunoglobulin G1 (IgG1) monoclonal antibody directed against the epidermal growth factor receptor (EGFR), with potential antineoplastic activity. Upon administration, modotuximab targets and binds to an epitope located in the extracellular domain (ECD) of EGFR, which causes internalization and degradation of EGFR, including the mutated EGFR variant III (EGFRvIII). This prevents EGFR-mediated signaling, thereby inhibiting EGFR-dependent tumor cell proliferation. EGFR, a receptor tyrosine kinase, is often overexpressed on the cell surfaces of various solid tumor cell types."	
"DRUG-000375"		"curated"	"Mogamulizumab"	"KM8761#KW-0761#Mogamulizumab-kpkc#Poteligeo"	"clinical"	"CCR4"	"C62510"	"A humanized monoclonal antibody directed against C-C chemokine receptor 4 (CCR4) with potential anti-inflammatory and antineoplastic activities. Mogamulizumab selectively binds to and blocks the activity of CCR4, which may inhibit CCR4-mediated signal transduction pathways and, so, chemokine-mediated cellular migration and proliferation of T cells, and chemokine-mediated angiogenesis. In addition, this agent may induce antibody-dependent cell-mediated cytotoxicity (ADCC) against CCR4-positive T cells. CCR4, a G-coupled-protein receptor for C-C chemokines such MIP-1, RANTES, TARC and MCP-1, is expressed on the surfaces of some types of T cells, endothelial cells, and some types of neurons. CCR4, also known as CD194, may be overexpressed on adult T-cell lymphoma (ATL) and peripheral T-cell lymphoma (PTCL) cells."	"L01FX09"
"DRUG-000376"		"curated"	"Molibresib"	"GSK-525762A#GSK525762#GSK525762C#I-BET 762#Molibresib Besylate"	"clinical"	"BRDT#BRD2#BRD4#BRD3"	"C101538"	"A small molecule inhibitor of the BET (Bromodomain and Extra-Terminal) family of bromodomain-containing proteins with potential antineoplastic activity. Upon administration, molibresib binds to the acetylated lysine recognition motifs on the bromodomain of BET proteins, thereby preventing the interaction between the BET proteins and acetylated histone peptides. This disrupts chromatin remodeling and gene expression. Prevention of the expression of certain growth-promoting genes may lead to an inhibition of tumor cell growth. Characterized by a tandem repeat of bromodomain at the N-terminus, BET proteins, comprising of BRD2, BRD3, BRD4 and BRDT, are transcriptional regulators that play an important role during development and cellular growth."	
"DRUG-000377"		"curated"	"Momelotinib"	"CYT387#GS-0387"	"clinical"	"JAK1#JAK2"	"C88311"	"An orally bioavailable small-molecule inhibitor of Janus kinases 1 and 2 (JAK1/2) with potential antineoplastic activity. JAK1/2 inhibitor CYT387 competes with JAK1/2 for ATP binding, which may result in inhibition of JAK1/2 activation, inhibition of the JAK-STAT signaling pathway, and so the induction of apoptosis and a reduction of tumor cell proliferation in JAK1/2-expressing tumor cells. JAK2 is the most common mutated gene in bcr-abl-negative myeloproliferative disorders; the JAK2V617F gain-of-function mutation involves a valine-to-phenylalanine modification at position 617. The JAK-STAT signaling pathway is a major mediator of cytokine activity and is often dysregulated in a variety of tumor cell types."	
"DRUG-000117"		"curated"	"Montelukast"	"MK 476#montelukast sodium#Singulair"	"clinical"		"C66189"	"A selective cysteinyl leukotriene receptor antagonist with anti-inflammatory and bronchodilating activities. Upon administration, montelukast selectively and competitively blocks the cysteinyl leukotriene 1 (CysLT1) receptor, preventing binding of the inflammatory mediator leukotriene D4 (LTD4). Inhibition of LTD4 activity results in inhibition of leukotriene-mediated inflammatory events including migration of eosinophils and neutrophils, adhesion of leukocytes to vascular endothelium, monocyte and neutrophil aggregation, increased airway edema, increased capillary permeability, and bronchoconstriction. The CysLT1 receptor is found in a number of tissues including spleen, lung, placenta, small intestine, and nasal mucosa, and in a variety of cell types including monocyte/macrophages, mast cells, eosinophils, CD34-positive hemopoietic progenitor cells, neutrophils and endothelial cells."	"R03DC03"
"DRUG-000118"		"curated"	"Motesanib"	"AMG 706#Motesanib Diphosphate"	"clinical"		"C71896"	"An orally bioavailable receptor tyrosine kinase inhibitor with potential antineoplastic activity. AMG 706 selectively targets and inhibits vascular endothelial growth factor (VEGFR), platelet-derived growth factor (PDGFR), Kit, and Ret receptors, thereby inhibiting angiogenesis and cellular proliferation."	
"DRUG-003928"		"curated"	"Mupadolimab"	"Anti-CD73 Monoclonal Antibody CPI-006#CPI 006#CPI-006#CPI006#CPX-006"	"clinical"	"NT5E"	"C156061"	"A type II humanized immunoglobulin G1 (IgG1) monoclonal antibody targeting the ectoenzyme 5'-ecto-nucleotidase (cluster of differentiation 73; CD73; 5'-NT; ecto-5'-nucleotidase; NT5E), with potential immunomodulating and antineoplastic activities. Upon intravenous administration, mupadolimab targets and binds to CD73 on tumor cells, leading to internalization of CD73. This prevents CD73-mediated conversion of extracellular adenosine monophosphate (AMP) to adenosine, thereby preventing adenosine-mediated suppression of lymphocyte activity and increasing the activity of cytotoxic T-lymphocytes (CTLs). This also activates macrophages, and reduces the activity of both myeloid-derived suppressor cells (MDSCs) and regulatory T-lymphocytes. By abrogating the inhibitory effect on the immune system and enhancing the CTL-mediated immune response against cancer cells, tumor cell growth is decreased. CD73, a plasma membrane protein belonging to the 5'-nucleotidase (NTase) family, is upregulated on a number of cancer cell types and catalyzes the conversion of extracellular nucleotides, such as AMP, to membrane-permeable nucleosides, such as adenosine; it plays a key role in adenosine-mediated immunosuppression within the tumor microenvironment."	
"DRUG-002624"		"curated"	"Mycophenolate Mofetil"	"Cellcept#MMF#Mycophenolate Mofetil Hydrochloride"	"clinical"	"IMPDH2"	"C1468"	"The morpholinoethyl ester of mycophenolic acid (MPA) with potent immunosuppressive properties.  Mycophenolate stops T-cell and B-cell proliferation through selective inhibition of the de novo pathway of purine biosynthesis.  In vivo, the active metabolite, MPA, reversibly inhibits inosine 5'-monophosphate dehydrogenase, an enzyme involved in the de novo synthesis of guanine nucleotides.  MPA displays high lymphocyte specificity and cytotoxicity due to the higher dependence of activated lymphocytes on both salvage and de novo synthesis of guanine nucleotides relative to other cell types. (NCI04)"	
"DRUG-008458"		"curated"	"NBL-015"	"Anti-Claudin-18.2 Monoclonal Antibody NBL-015#Anti-CLDN18.2 Monoclonal Antibody NBL-015#NBL 015#NBL-015#NBL015"	"clinical"	"CLDN18.2"	"C185861"	"A human monoclonal antibody directed against the tumor-associated antigen (TAA) Claudin18.2 (CLDN18.2; A2 isoform of claudin-18), with potential immunostimulating and antineoplastic activities. Upon administration, anti-CLDN18.2 monoclonal antibody NBL-015 specifically targets, binds to and inhibits CLDN18.2 expressed on tumor cells. This may trigger antibody-dependent cellular cytotoxicity (ADCC), antibody-dependent cell mediated phagocytosis (ADCP) and antibody-mediated complement dependent cytotoxicity (CDC). This may kill CLDN18.2-expressing tumor cells and inhibit cell proliferation. CLDN18.2, a tight junction protein and stomach-specific isoform of claudin-18, is expressed on a variety of tumor cells. Its expression in healthy tissues is strictly confined to short-lived differentiated epithelial cells of the gastric mucosa."	
"DRUG-000222"		"curated"	"Nedaplatin"	"254-S#CDGP#NDP"	"clinical"		"C61099"	"A second-generation cisplatin analogue with antineoplastic activity. Containing a novel ring structure in which glycolate is bound to the platinum by a bidentate ligand, nedaplatin forms reactive platinum complexes that bind to nucelophillic groups in DNA, resulting in intrastrand and interstrand DNA cross-links, apoptosis and cell death. This agent appears to be less nephrotoxic and neurotoxic compared to both cisplatin and carboplatin."	
"DRUG-000379"		"curated"	"Nelarabine"	"2-Amino-6-methoxypurine arabinoside#2-Amino-9-beta-D-arabinofuranosyl-6-methoxy-9H-purine#506U78#Arranon#Compound 506U78#GW506U78"	"clinical"		"C1704"	"An arabinonucleoside antimetabolite with antineoplastic activity. Nelarabine is demethoxylated by adenosine deaminase to become biologically active 9-beta-D-arabinosylguanine (ara-G); ara-G incorporates into DNA, thereby inhibiting DNA synthesis and inducing an S phase-dependent apoptosis of tumor cells. (NCI04)"	
"DRUG-036267"		"curated"	"NI-1801"	"Anti-CD47/Anti-MSLN Bispecific Antibody NI-1801#Anti-Mesothelin/Anti-CD47 Bispecific Antibody NI-1801#Bispecific Mesothelin x CD47 Engaging Antibody NI-1801#NI 1801#NI-1801#NI1801"	"clinical"		"C188247"	"An immunoglobulin G1 (IgG1) bispecific human antibody directed against the human tumor-associated antigen (TAA) mesothelin (MSLN) and the human cell surface antigen CD47, with potential immunostimulating, phagocytosis-inducing and antineoplastic activities. Upon administration of anti-CD47/anti-MSLN bispecific antibody NI-1801, the anti-MSLN arm selectively targets and binds to MSLN expressed on MSLN-positive cancer cells, thereby improving specific binding of the anti-CD47 arm to the MSLN-expressing cancer cells. The CD47 binding by NI-1801 blocks the interaction of CD47 with signal regulatory protein alpha (SIRPalpha), an inhibitory protein expressed on macrophages and dendritic cells (DCs), which prevents CD47/SIRPalpha-mediated signaling and abrogates the CD47/SIRPalpha-mediated inhibition of phagocytosis. This induces pro-phagocytic signaling mediated by the binding of calreticulin (CRT), which is specifically expressed on the surface of tumor cells, to low-density lipoprotein (LDL) receptor-related protein (LRP), expressed on macrophages, which results in macrophage activation and the specific phagocytosis of the MSLN/CD47-expressing tumor cells. Additionally, blocking CD47 signaling activates an anti-tumor T-lymphocyte immune response and T-cell-mediated killing of MSLN/CD47-expressing tumor cells. In addition, NI-1801 induces an anti-tumor activity through the induction of antibody-dependent cellular cytotoxicity (ADCC) and antibody-dependent cellular phagocytosis (ADCP). CD47, also called integrin-associated protein (IAP), is widely expressed on normal, healthy cells, such as red blood cells and platelets, and overexpressed on the surface of a variety of cancer cells. Expression of CD47, and its interaction with SIRPalpha, leads to the inhibition of macrophage activation and protects cancer cells from phagocytosis, which allows cancer cells to proliferate. By co-targeting CD47 and MSLN, NI-1801 has the potential to overcome the limitations of existing CD47-targeted therapies by possibly avoiding the side effects caused by binding to CD47 on healthy hematopoietic stem cells (HSCs) which causes unwanted macrophage-mediated phagocytosis. MSLN is overexpressed by a variety of cancer cell types."	
"DRUG-004128"		"curated"	"NZV930"	"Anti-CD73 Monoclonal Antibody #NZV 930#NZV-930#NZV930#SRF 373#SRF-373#SRF373"	"clinical"	"NT5E"	"C158132"	"A fully human monoclonal antibody targeting the ectoenzyme 5'-ecto-nucleotidase (cluster of differentiation 73; CD73; 5'-NT; ecto-5'-nucleotidase; NT5E), with potential immunomodulating and antineoplastic activities. Upon intravenous administration, anti-CD73 monoclonal antibody NZV930 targets and binds to CD73 on tumor cells, leading to internalization of CD73. This prevents CD73-mediated conversion of extracellular adenosine monophosphate (AMP) to adenosine, thereby preventing adenosine-mediated suppression of lymphocyte activity and increasing the activity of cytotoxic T-lymphocytes (CTLs). This also activates macrophages and reduces the activity of both myeloid-derived suppressor cells (MDSCs) and regulatory T-lymphocytes. By abrogating the inhibitory effect on the immune system and enhancing the CTL-mediated immune response against cancer cells, tumor cell growth is decreased. CD73, a plasma membrane protein belonging to the 5'-nucleotidase (NTase) family, is upregulated in many cancer cell types and catalyzes the conversion of extracellular nucleotides, such as AMP, to membrane-permeable nucleosides, such as adenosine; it plays a key role in adenosine-mediated immunosuppression within the tumor microenvironment."	
"DRUG-009062"		"curated"	"Nab-paclitaxel"	"ABI 007#ABI-007#Abraxane#Albumin-bound Paclitaxel#Albumin-Stabilized Nanoparticle Paclitaxel#Nanoparticle Albumin-bound Paclitaxel#nanoparticle paclitaxel#Paclitaxel Albumin#paclitaxel albumin-stabilized nanoparticle formulation#protein-bound paclitaxel"	"clinical"		"C2688"	"A Cremophor EL-free, albumin-stabilized nanoparticle formulation of the natural taxane paclitaxel with antineoplastic activity. Paclitaxel binds to and stabilizes microtubules, preventing their depolymerization and so inhibiting cellular motility, mitosis, and replication. This formulation solubilizes paclitaxel without the use of the solvent Cremophor, thereby permitting the administration of larger doses of paclitaxel while avoiding the toxic effects associated with Cremophor."	
"DRUG-000119"		"curated"	"Nabilone"	"Cesamet#Cpd 109514"	"clinical"		"C1171"	"A synthetic cannabinoid and dibenzopyrane derivative with anti-emetic activity. Although the mechanism of action has not been fully elucidated yet, it has been suggested that nabilone is a highly selective and strong agonist for the cannabinoid receptors CB1 and CB2, both of which are coupled to Gi/o proteins. The CB1 receptors are expressed predominantly in central and peripheral neurons and receptor stimulation has been implicated in the reduction of chemotherapy-induced nausea."	
"DRUG-001765"		"curated"	"Naporafenib"	"LXH 254#LXH-254#LXH254#pan-RAF Inhibitor LXH254#pan-RAF Kinase Inhibitor LXH254#Raf Family Kinase Inhibitor LXH254"	"clinical"	"BRAF#RAF1"	"C125003"	"An orally available inhibitor of all members of the serine/threonine protein kinase Raf family, with potential antineoplastic activity. Upon administration, naporafenib binds to Raf proteins and inhibits Raf-mediated signal transduction pathways. This inhibits proliferation of Raf-overexpressing tumor cells. Raf protein kinases are critical enzymes in the Ras/Raf/MEK/ERK signaling pathway and are upregulated in a variety of cancer cell types. They play key roles in tumor cell proliferation and survival."	
"DRUG-010782"		"curated"	"Navitoclax"	"A-855071.0#ABT-263#BcI-2 Family Protein Inhibitor ABT-263"	"clinical"	"BCL2"	"C64776"	"An orally active, synthetic small molecule and an antagonist of a subset of the B-cell leukemia 2 (Bcl-2) family of proteins with potential antineoplastic activity. Navitoclax selectively binds to apoptosis suppressor proteins Bcl-2, Bcl-XL, and Bcl-w, which are frequently overexpressed in a wide variety of cancers, including those of the lymph, breast, lung, prostate, and colon, and are linked to tumor drug resistance. Inhibition of these apoptosis suppressors prevents their binding to the apoptotic effectors Bax and Bak proteins, thereby triggering apoptotic processes in cells overexpressing Bcl-2, Bcl-XL, and Bcl-w. This eventually reduces tumor cell proliferation."	
"DRUG-001131"		"curated"	"Navtemadlin"	"AMG 232#AMG-232#KRT 232#KRT-232#KRT232#MDM2 Inhibitor KRT-232"	"clinical"	"MDM2"	"C116624"	"An orally available inhibitor of MDM2 (murine double minute 2), with potential antineoplastic activity. Upon oral administration,navtemadlin binds to the MDM2 protein and prevents its binding to the transcriptional activation domain of the tumor suppressor protein p53. By preventing this MDM2-p53 interaction, the transcriptional activity of p53 is restored. This leads to p53-mediated induction of tumor cell apoptosis. MDM2, a zinc finger protein and a negative regulator of the p53 pathway, is overexpressed in cancer cells; it plays a key role in cancer cell proliferation and survival."	
"DRUG-000378"		"curated"	"Necitumumab"	"Anti-Epidermal Growth Factor Receptor Monoclonal Antibody IMC-11F8#IMC-11F8#Portrazza"	"clinical"	"EGFR"	"C88281"	"A fully human IgG1 monoclonal antibody directed against the epidermal growth factor receptor (EGFR) with potential antineoplastic activity. Necitumumab binds to and blocks the ligand binding site of EGFR, thereby preventing the activation and subsequent dimerization of the receptor. This may lead to an inhibition of EGFR-dependent downstream pathways and so inhibition of EGFR-dependent tumor cell proliferation and metastasis.  EGFR, a member of the epidermal growth factor family of extracellular protein ligands, may be overexpressed on the cell surfaces of various tumor cell types."	"L01FE03"
"DRUG-002363"		"curated"	"Nemtabrutinib"	"ARQ 531#ARQ-531#ARQ531#BTK Inhibitor ARQ 531#MK-1026"	"clinical"	"BTK"	"C138066"	"An orally available reversible inhibitor of Bruton's tyrosine kinase (BTK; Bruton agammaglobulinemia tyrosine kinase), with potential antineoplastic activity. Upon administration, nemtabrutinib non-covalently binds to and inhibits the activity of both the wild-type and the C481S mutated form of BTK, a resistance mutation in the BTK active site in which cysteine is substituted for serine at residue 481. This prevents the activation of the B-cell antigen receptor (BCR) signaling pathway and BTK-mediated activation of downstream survival pathways. This leads to an inhibition of the growth of malignant B-cells that overexpress BTK. Compared to other BTK inhibitors, nemtabrutinib does not require interaction with the BTK C481 site and inhibits the proliferation of cells harboring the BTK C481S mutation. BTK, a member of the Src-related BTK/Tec family of cytoplasmic tyrosine kinases, is overexpressed or mutated in B-cell malignancies; it plays an important role in the development, activation, signaling, proliferation and survival of B-lymphocytes."	
"DRUG-002111"		"curated"	"Nendratareotide Uzatansine"	"PEN 221#PEN-221#PEN221#SSTR2-targeting Protein/DM1 Conjugate PEN-221#SSTR2PEN-221"	"clinical"	"SSTR2"	"C131562"	"A miniaturized drug conjugate composed of a peptide analog of somatostatin that targets the somatostatin receptor 2 (SSTR2) and is conjugated, through a cleavable linker, to the microtubule-binding cytotoxic maytansinoid DM1 (mertansine), with potential anti-tumor activity. Upon administration, the peptide ligand moiety of nendratareotide uzatansine targets and binds to SSTR2, which is overexpressed on certain tumor cell types. Binding stimulates SSTR2-mediated endocytosis of the agent; upon internalization, the DM1 moiety is released and binds to tubulin, thereby disrupting microtubule assembly/disassembly dynamics. This inhibits both cell division and the proliferation of SSTR2-expressing cancer cells. Compared to antibody-drug conjugates (ADCs), miniaturized drug conjugates are much smaller and can more easily penetrate and distribute in dense tumor tissue."	
"DRUG-000380"		"curated"	"Neratinib"	"HKI 272#HKI-272#PB 272#PB-272"	"clinical"		"C49094"	"An orally available, 6,7-disubstituted-4-anilinoquinoline-3-carbonitrile irreversible inhibitor of the HER-2 receptor tyrosine kinase with potential antineoplastic activity. Neratinib binds to the HER-2 receptor irreversibly, thereby reducing autophosphorylation in cells, apparently by targeting a cysteine residue in the ATP-binding pocket of the receptor. Treatment of cells with this agent results in inhibition of downstream signal transduction events and cell cycle regulatory pathways; arrest at the G1-S (Gap 1/DNA synthesis)-phase transition of the cell division cycle; and ultimately decreased cellular proliferation. Neratinib also inhibits the epidermal growth factor receptor (EGFR) kinase and the proliferation of EGFR-dependent cells."	"L01EH02"
"DRUG-000381"		"curated"	"Nilotinib"	"AMN 107 Base Form#AMN107#Nilotinib Hydrochloride Anhydrous#Nilotinib Hydrochloride Monohydrate#Nilotinib Monohydrochloride Monohydrate#Tasigna"	"clinical"		"C48375"	"An orally bioavailable aminopyrimidine-derivative Bcr-Abl tyrosine kinase inhibitor with antineoplastic activity. Designed to overcome imatinib resistance, nilotinib binds to and stabilizes the inactive conformation of the kinase domain of the Abl protein of the Bcr-Abl fusion protein, resulting in the inhibition of the Bcr-Abl-mediated proliferation of Philadelphia chromosome-positive (Ph+) chronic myeloid leukemia (CML) cells. This agent also inhibits the receptor tyrosine kinases platelet-derived growth factor receptor (PDGF-R) and c-kit, a receptor tyrosine kinase mutated and constitutively activated in most gastrointestinal stromal tumors (GISTs). With a binding mode that is energetically more favorable than that of imatinib, nilotinib has been shown to have an approximately 20-fold increased potency in kinase and proliferation assays compared to imatinib."	"L01EA03"
"DRUG-000382"		"curated"	"Nilutamide"	"Anandron#Nilandron#RU-23908"	"clinical"	"AR"	"C1173"	"A synthetic, nonsteroidal agent with antiandrogenic properties. Nilutamide preferentially binds to androgen receptors and blocks androgen receptor activation by testosterone and other androgens; this agent may inhibit androgen-dependent growth of normal and neoplastic prostate cells. (NCI04)"	
"DRUG-000383"		"curated"	"Nintedanib"	"BIBF 1120#BIBF-1120#Intedanib#Multitargeted Tyrosine Kinase Inhibitor BIBF 1120#Nintedanib Esylate#Nintedanib Ethanesulfonate#Ofev#tyrosine kinase inhibitor BIBF 1120#Vargatef"	"clinical"		"C62765"	"An orally bioavailable, indolinone-derived inhibitor of multiple receptor tyrosine kinases (RTKs) and non-receptor tyrosine kinases (nRTKs), with potential antiangiogenic, antifibrotic and antineoplastic activities. Upon administration, nintedanib selectively binds to and inhibits vascular endothelial growth factor receptor (VEGFR), fibroblast growth factor receptor (FGFR), platelet-derived growth factor receptor (PDGFR), and colony stimulating factor 1 receptor (CSF1R) tyrosine kinases, which may result in the induction of endothelial cell apoptosis, the reduction in tumor vasculature, the inhibition of tumor cell proliferation and migration, and antifibrotic activity in pulmonary fibrosis. In addition, nintedanib also binds to and inhibits members of the Src family of tyrosine kinases, including Src, Lck and Lyn, and fms-like tyrosine kinase 3 (FLT-3). VEGFR, FGFR, PDGFR and CSF1R RTKs play key roles in tumor angiogenesis, tumor cell proliferation and metastasis, as well as pulmonary fibrosis."	"L01EX09"
"DRUG-000384"		"curated"	"Niraparib"	"MK-4827#MK4827#Niraparib Tosylate Monohydrate#Zejula"	"clinical"	"PARP2#PARP1"	"C80059"	"An orally bioavailable inhibitor of poly (ADP-ribose) polymerase (PARP) types 1 and 2 (PARP-1 and -2), with antineoplastic activity. Upon administration, niraparib binds to and inhibits the activity of PARP-1 and -2, thereby inhibiting PARP-1 and -2-mediated DNA repair, enhancing the accumulation of DNA strand breaks, promoting genomic instability and resulting in apoptosis. The PARP family of proteins catalyzes post-translational ADP-ribosylation of nuclear proteins and is activated by single-strand DNA (ssDNA) breaks."	"L01XK02"
"DRUG-015972"		"curated"	"Nirogacestat"	"PF-03084014"	"clinical"	"NCSTN#PSEN1#PSENEN#APH1A"	"C82383"	"A selective gamma secretase (GS) inhibitor with potential antitumor activity. Nirogacestat binds to GS, blocking proteolytic activation of Notch receptors; Notch signaling pathway inhibition may follow, which may result in the induction of apoptosis in tumor cells that overexpress Notch. The integral membrane protein GS is a multi-subunit protease complex that cleaves single-pass transmembrane proteins, such as Notch receptors, at residues within their transmembrane domains. Overexpression of the Notch signaling pathway has been correlated with increased tumor cell growth and survival."	
"DRUG-000120"		"curated"	"Nitrofurantoin"	"Macrobid#Macrodantin#Nitrofurantoin Sodium"	"clinical"		"C29293"	"A synthetic derivative of imidazolidinedione, Nitrofurantoin inhibits bacterial DNA, RNA, and cell wall protein synthesis. Activated by bacterial flavoproteins to intermediates that inactivate bacterial ribosomal proteins, Nitrofurantoin is used prophylactically as a urinary anti-infective agent against most gram-positive and gram-negative organisms and for long-term suppression of infections. (NCI04)"	"J01XE01"
"DRUG-000001"		"curated"	"Nivolumab"	"BMS-936558#CMAB819#MDX-1106#NIVO#Nivolumab Biosimilar CMAB819#ONO-4538#Opdivo"	"clinical"	"PDCD1"	"C68814"	"A fully human immunoglobulin (Ig) G4 monoclonal antibody directed against the negative immunoregulatory human cell surface receptor programmed death-1 (PD-1, PCD-1) with immune checkpoint inhibitory and antineoplastic activities. Upon administration, nivolumab binds to and blocks the activation of PD-1, an immunoglobulin superfamily (IgSF) transmembrane protein, by its ligands programmed cell death ligand 1 (PD-L1), which is overexpressed on certain cancer cells, and programmed cell death ligand 2 (PD-L2), which is primarily expressed on antigen-presenting cells (APCs). This results in the activation of T-cells and cell-mediated immune responses against tumor cells. Activated PD-1 negatively regulates T-cell activation and plays a key role in tumor evasion from host immunity."	"L01FF01"
