"id"	"newId"	"status"	"name"	"synonyms"	"id@ncit"	"def@ncit"
"DRUG-000005"		"ok"	"Ipilimumab"	"Anti-Cytotoxic T-Lymphocyte-Associated Antigen-4 Monoclonal Antibody#BMS-734016#Ipilimumab Biosimilar CS1002#MDX-010#MDX-CTLA4#Yervoy"	"C2654"	"A recombinant human immunoglobulin (Ig) G1 monoclonal antibody directed against the human T-cell receptor cytotoxic T-lymphocyte-associated antigen 4 (CTLA4), with immune checkpoint inhibitory and antineoplastic activities. Ipilimumab binds to CTLA4 expressed on T-cells and inhibits the CTLA4-mediated downregulation of T-cell activation. This leads to a cytotoxic T-lymphocyte (CTL)-mediated immune response against cancer cells. CTLA4, an inhibitory receptor and member of the immunoglobulin superfamily, plays a key role in the downregulation of the immune system."
"DRUG-000095"		"ok"	"Irinotecan"	"Campto#Camptosar#Camptothecin-11#Camptothecin 11#CPT-11#CPT 11#Irinomedac#irinotecan hydrochloride#Irinotecan Hydrochloride Trihydrate#Irinotecan Monohydrochloride Trihydrate#U-101440E"	"C62040"	"A semisynthetic derivative of camptothecin, a cytotoxic, quinoline-based alkaloid extracted from the Asian tree Camptotheca acuminata.  Irinotecan, a prodrug, is converted to a biologically active metabolite 7-ethyl-10-hydroxy-camptothecin (SN-38) by a carboxylesterase-converting enzyme.  One thousand-fold more potent than its parent compound irinotecan, SN-38 inhibits topoisomerase I activity by stabilizing the cleavable complex between topoisomerase I and DNA, resulting in DNA breaks that inhibit DNA replication and trigger apoptotic cell death.  Because ongoing DNA synthesis is necessary for irinotecan to exert its cytotoxic effects, it is classified as an S-phase-specific agent."
"DRUG-000191"		"ok"	"Iruplinalkib"	"ALK Inhibitor WX-0593|FL-006|FL 006|FL006|WX-0593|WX 0593|WX0593"	"C154279"	"An orally available, small molecule inhibitor of the receptor tyrosine kinase (RTK) anaplastic lymphoma kinase (ALK), with potential antineoplastic activity. Upon oral administration, iruplinalkib binds to and inhibits ALK tyrosine kinase, ALK fusion proteins, ALK point mutation variants ALK L1196M, ALK C1156Y, and EGFR L858R/T790M. Inhibition of ALK leads to the disruption of ALK-mediated signaling and the inhibition of cell growth in ALK-expressing tumor cells. ALK belongs to the insulin receptor superfamily and plays an important role in nervous system development. ALK is not expressed in healthy adult human tissue but ALK dysregulation and gene rearrangements are associated with a series of tumors. Additionally, ALK mutations are associated with acquired resistance to small molecule tyrosine kinase inhibitors."
"DRUG-000355"		"ok"	"Isatuximab"	"Hu 38SB19#Isatuximab-irfc#SAR 650984#SAR650984#Sarclisa"	"C90578"	"A humanized IgG1 monoclonal antibody directed against the cell surface glycoprotein CD-38 with potential antineoplastic activity. Isatuximab specifically binds to CD38 on CD38-positive tumor cells. This may trigger antitumoral antibody-dependent cellular cytotoxicity (ADCC), complement-dependent cytotoxicity (CDC) and apoptosis eventually leading to cell lysis in CD38-expressing tumor cells. CD38, a type II transmembrane glycoprotein, is present on various immune cells and hematologic malignancies, and its expression has been correlated with poor prognosis."
"DRUG-000356"		"ok"	"Isotretinoin"	"13-cis-Retinoate#13-cis-Retinoic Acid#13-cis-Vitamin A Acid#13-cis retinoic acid#13-cRA#Absorica#Accure#Accutane#Amnesteem#cis-Retinoic Acid#Cistane#Claravis#Isotretinoinum#Isotrex#Isotrexin#Myorisan#Neovitamin A#Neovitamin A Acid#Oratane#Retinoicacid-13-cis#Ro-4-3780#Ro 4-3780#Roaccutan#Roaccutane#Roacutan#Sotret#ZENATANE"	"C603"	"A naturally-occurring retinoic acid with potential antineoplastic activity. Isotretinoin binds to and activates nuclear retinoic acid receptors (RARs); activated RARs serve as transcription factors that promote cell differentiation and apoptosis. This agent also exhibits immunomodulatory and anti-inflammatory responses and inhibits ornithine decarboxylase, thereby decreasing polyamine synthesis and keratinization."
"DRUG-001184"		"ok"	"Itacitinib"	"INCB-039110#INCB-039110 Adipate#INCB 039110#INCB039110#INCB039110 Adipate#Itacitinib Adipate"	"C116855"	"An orally bioavailable inhibitor of Janus-associated kinase 1 (JAK1) with potential antineoplastic and immunomodulating activities. Upon oral administration, itacitinib selectively inhibits JAK-1, thereby inhibiting the phosphorylation of signal transducer and activator of transcription (STAT) proteins and the production of proinflammatory factors induced by other cytokines, including interleukin-23 (IL-23) and interleukin-6 (IL-6). The JAK-STAT pathway plays a key role in the signaling of many cytokines and growth factors and is involved in cellular proliferation, growth, hematopoiesis, and the immune response; JAK kinases may be upregulated in inflammatory diseases, myeloproliferative disorders, and various malignancies."
"DRUG-000096"		"ok"	"Itraconazole"	"Lozanoc#Oriconazole#Sporanox"	"C1138"	"A synthetic triazole agent with antimycotic properties. Formulated for both topical and systemic use, itraconazole preferentially inhibits fungal cytochrome P450 enzymes, resulting in a decrease in fungal ergosterol synthesis.  Because of its low toxicity profile, this agent can be used for long-term maintenance treatment of chronic fungal infections. (NCI04)"
"DRUG-000357"		"ok"	"Ivosidenib"	"AG-120#Tibsovo"	"C114383"	"An orally available inhibitor of isocitrate dehydrogenase type 1 (IDH1), with potential antineoplastic activity. Upon administration, AG-120 specifically inhibits a mutated form of IDH1 in the cytoplasm, which inhibits the formation of the oncometabolite, 2-hydroxyglutarate (2HG). This may lead to both an induction of cellular differentiation and an inhibition of cellular proliferation in IDH1-expressing tumor cells. IDH1, an enzyme in the citric acid cycle, is mutated in a variety of cancers; it initiates and drives cancer growth by both blocking cell differentiation and catalyzing the formation of 2HG."
"DRUG-000358"		"ok"	"Ixabepilone"	"Azaepothilone B#BMS-247550#BMS 247550#BMS247550#Epothilone#Epothilone-B BMS 247550#Ixempra"	"C37452"	"An orally bioavailable semisynthetic analogue of epothilone B with antineoplastic activity. Ixabepilone binds to tubulin and promotes tubulin polymerization and microtubule stabilization, thereby arresting cells in the G2-M phase of the cell cycle and inducing tumor cell apoptosis. This agent demonstrates antineoplastic activity against taxane-resistant cell lines."
"DRUG-000359"		"ok"	"Ixazomib"	"#MLN-2238#MLN2238"	"C97940"	"An active metabolite of MLN9708, a second generation, boron containing peptide proteasome inhibitor (PI) with potential antineoplastic activity. Ixazomib binds to and inhibits the 20S catalytic core of the proteasome, thereby blocking the targeted proteolysis normally performed by the proteasome, which results in an accumulation of unwanted or misfolded proteins; disruption of various cell signaling pathways may follow, resulting in the induction of apoptosis. Compared to first generation PIs, second generation PIs may have an improved pharmacokinetic profile with increased potency and less toxicity. Proteasomes are large protease complexes that degrade unneeded or damaged proteins that have been ubiquinated."
"DRUG-000360"		"ok"	"Ketoconazole"	"Fungarest#Fungoral#Ketoderm#Ketoisdin#Nizoral#Orifungal M#Panfungol#R-41400#Xolegel"	"C605"	"A synthetic derivative of phenylpiperazine with broad antifungal properties and potential antineoplastic activity.  Ketoconazole inhibits sterol 14-a-dimethylase, a microsomal cytochrome P450-dependent enzyme, thereby disrupting synthesis of ergosterol, an important component of the fungal cell wall. (NCI04)"
"DRUG-000910"		"ok"	"Ladiratuzumab Vedotin"	"SGN-LIV1A"	"C112001"	"An antibody-drug conjugate (ADC) composed of a humanized monoclonal antibody directed against the anti-solute carrier family 39 zinc transporter member 6 (SLC39A6; LIV-1; ZIP6) protein that is conjugated, via a protease-cleavable linker, to the cytotoxic agent monomethyl auristatin E (MMAE), with potential antineoplastic activity. Upon administration and internalization by LIV-1-positive tumor cells, ladiratuzumab vedotin undergoes enzymatic cleavage to release MMAE into the cytosol. In turn, MMAE binds to and inhibits tubulin polymerization, which may result in G2/M phase cell cycle arrest and apoptosis in LIV-1-expressing tumor cells. LIV-1, a member of the zinc transporter family, is expressed in several types of solid tumors and plays a key role in tumor cell progression and metastasis. The linkage system in ladiratuzumab vedotin is highly stable in plasma, resulting in cytotoxic specificity against LIV-1-positive cells."
"DRUG-000097"		"ok"	"Lamivudine"	"3TC#Epivir#GR109714X#LAM"	"C1471"	"A synthetic nucleoside analogue with activity against hepatitis B virus (HBV) and HIV. Intracellularly, lamivudine is phosphorylated to its active metabolites, lamiduvine triphosphate (L-TP) and lamiduvine monophosphate (L-MP).  In HIV, L-TP inhibits HIV-1 reverse transcriptase (RT) via DNA chain termination after incorporation of the nucleoside analogue into viral DNA.  In HBV, incorporation of L-MP into viral DNA by HBV polymerase results in DNA chain termination. L-TP is a weak inhibitor of mammalian DNA polymerases alpha and beta, and mitochondrial DNA polymerase. (NCI04)"
"DRUG-000098"		"ok"	"Lanreotide"	"Angiopeptin#AT-1001#BIM-23014#DC 13116#Dermopeptin#Ipstyl#Lanreotide Acetate#Somatulina#Somatuline#Somatuline Depot"	"C1523"	"A synthetic cyclic octapeptide analogue of somatostatin. Lanreotide binds to somatostatin receptors (SSTR), specifically SSTR-2 and also to SSTR-5 with a lesser affinity. However, compare with octreotide, this agent is less potent in inhibiting the release of growth hormone from the pituitary gland. Furthermore, lanreotide has an acute effect on decreasing circulating total and free insulin-like growth factor 1 (IGF-I).  This agent is usually given as a prolonged-release microparticle or Autogel formulation for the treatment of acromegaly and to relieve the symptoms of neuroendocrine tumors."
"DRUG-000361"		"ok"	"Lapatinib"	"GSK572016#GW 2016#GW2016#GW572016#lapatinib ditosylate#Tykerb"	"C26653"	"A synthetic, orally-active quinazoline with potential antineoplastic properties. Lapatinib reversibly blocks phosphorylation of the epidermal growth factor receptor (EGFR), ErbB2, and the Erk-1 and-2 and AKT kinases; it also inhibits cyclin D protein levels in human tumor cell lines and xenografts. EGFR and ErbB2 have been implicated in the growth of various tumor types."
"DRUG-000362"		"ok"	"Larotrectinib"	"ARRY 470#ARRY 470 Sulfate#Larotrectinib Sulfate#LOXO-101#LOXO-101 Sulfate#LOXO 101#LOXO 101 Sulfate#Vitrakvi"	"C115977"	"An orally available, tropomyosin receptor kinase (Trk) inhibitor, with potential antineoplastic activity. Upon administration, larotrectinib binds to Trk, thereby preventing neurotrophin-Trk interaction and Trk activation, which results in both the induction of cellular apoptosis and the inhibition of cell growth in tumors that overexpress Trk. Trk, a receptor tyrosine kinase activated by neurotrophins, is mutated in a variety of cancer cell types and plays an important role in tumor cell growth and survival."
"DRUG-006500"		"ok"	"Latikafusp"	"AMG-256|AMG 256|AMG256|Anti-PD-1 Antibody-IL-21 Mutein Fusion Protein AMG 256|Anti-PD-1 Antibody-interleukin-21 Mutein Fusion Protein AMG 256|PD-1-targeted IL-21 Receptor Agonist AMG 256"	"C174140"	"An antibody directed against the negative immunoregulatory human cell receptor programmed cell death protein 1 (PD-1; PDCD1; CD279) fused to a mutein of the cytokine interleukin-21 (IL-21), with potential immune checkpoint inhibitory, immunomodulating and antineoplastic activities. Upon administration of latikafusp, the antibody moiety specifically targets, binds to and inhibits PD-1 and its downstream signaling pathways. This may restore immune function through the activation of T-cells and T-cell-mediated immune responses against tumor cells. The IL-21 mutein moiety binds to the IL-21 receptor and activates IL-21 cytokine signaling in PD-1-expressing cells. This may modulate the proliferation and/or differentiation, promote survival, and increase the cytolytic activity of PD-1-expressing T-cells, thereby enhancing T-cell-mediated immune responses against tumor cells. PD-1, a transmembrane protein in the immunoglobulin superfamily (IgSF) expressed on T-cells, functions as an immune checkpoint that negatively regulates T-cell activation and effector function when activated by its ligands programmed cell death-1 ligand 1 (PD-L1; cluster of differentiation 274; CD274) or 2 (PD-L2); it plays an important role in tumor evasion from host immunity. IL-21 plays an important role in the regulation of cellular immune responses."
"DRUG-000363"		"ok"	"Lenalidomide"	"CC-5013#CC5013#CDC 501#Revlimid"	"C2668"	"A thalidomide analog with potential antineoplastic activity.  Lenalidomide inhibits TNF-alpha production, stimulates T cells, reduces serum levels of the cytokines vascular endothelial growth factor (VEGF) and basic fibroblast growth factor (bFGF), and inhibits angiogenesis.  This agent also promotes G1 cell cycle arrest and apoptosis of malignant cells."
"DRUG-000099"		"ok"	"Lenograstim"	"Glycosylated Recombinant G-CSF#Glycosylated Recombinant Granulocyte Colony-Stimulating Factor#Granocyte#Neutrogin"	"C49234"	"A glycosylated form of a recombinant therapeutic agent which is chemically identical to or similar to an endogenous human granulocyte colony-stimulating factor (G-CSF). Produced endogenously by monocytes, fibroblasts, and endothelial cells, G-CSF binds to and activates specific cell surface receptors, stimulating neutrophil progenitor proliferation and differentiation and selected neutrophil functions."
"DRUG-000364"		"ok"	"Lenvatinib"	"E7080#E7080 Mesylate#ER-203492-00#Lenvatinib Mesylate#Lenvima#Multi-Kinase Inhibitor E7080#Multi-Kinase Inhibitor E7080 Mesylate"	"C95124"	"A synthetic, orally available inhibitor of vascular endothelial growth factor receptor 2 (VEGFR2, also known as KDR/FLK-1) tyrosine kinase with potential antineoplastic activity. Lenvatinib blocks VEGFR2 activation by VEGF, resulting in inhibition of the VEGF receptor signal transduction pathway, decreased vascular endothelial cell migration and proliferation, and vascular endothelial cell apoptosis."
"DRUG-000100"		"ok"	"Lepirudin"	"Recombinant Hirudin#Refludan"	"C1839"	"A yeast cell-derived recombinant polypeptide related to the naturally occurring, leech-derived anticoagulant hirudin. Lepirudin directly binds to and inactivates thrombin, producing dose-dependent increases in the activated partial thromboplastin time (aPTT) and prothrombin time (PT). The mechanism of action of this agent is independent of antithrombin III and is not inhibited by platelet factor 4. Natural hirudin, a family of highly homologous isopolypeptides, is produced in trace amounts by the leech Hirudo medicinalis."
"DRUG-000365"		"ok"	"Lestaurtinib"	"CEP-701#KT-5555#SPM-924"	"C48402"	"An orally bioavailable indolocarbazole derivative with antineoplastic properties. Lestaurtinib inhibits autophosphorylation of FMS-like tyrosine kinase 3 (FLT3), resulting in inhibition of FLT3 activity and induction of apoptosis in tumor cells that overexpress FLT3. (NCI05)"
"DRUG-000366"		"ok"	"Letrozole"	"CGS 20267#Femara"	"C1527"	"A nonsteroidal inhibitor of estrogen synthesis with antineoplastic activity. As a third-generation aromatase inhibitor, letrozole selectively and reversibly inhibits aromatase, which may result in growth inhibition of estrogen-dependent breast cancer cells. Aromatase, a cytochrome P-450 enzyme localized to the endoplasmic reticulum of the cell and found in many tissues including those of the premenopausal ovary, liver, and breast, catalyzes the aromatization of androstenedione and testosterone into estrone and estradiol, the final step in estrogen biosynthesis."
"DRUG-000101"		"ok"	"Leuprolide"	"A-43818#Abbott-43818#Abbott 43818#Carcinil#Depo-Eligard#Eligard#Enanton#Enantone#Enantone-Gyn#Ginecrin#LEUP#Leuplin#leuprolide acetate#Leuprolide Acetate Sustained-release Microspheres PT105#Leuprorelin#Leuprorelin Acetate#Leuprorelin Acetate Sustained-release Microspheres PT105#Lucrin#Lucrin Depot#Lupron#Lupron Depot#Lupron Depot-3 Month#Lupron Depot-4 Month#Lupron Depot-Ped#Lutrate#Procren#Procrin#Prostap#PT-105#PT 105#PT105#SR PT105#TAP-144#Trenantone#Uno-Enantone#Viadur"	"C62042"	"A synthetic nonapeptide analogue of gonadotropin-releasing hormone. Leuprolide binds to and activates gonadotropin-releasing hormone (GnRH) receptors. Continuous, prolonged administration of leuprolide in males results in pituitary GnRH receptor desensitization and inhibition of pituitary secretion of follicle stimulating hormone (FSH) and luteinizing hormone (LH), leading to a significant decline in testosterone production; in females, prolonged administration results in a decrease in estradiol production. This agent reduces testosterone production to castration levels and may inhibit androgen receptor-positive tumor progression."
"DRUG-000102"		"ok"	"Levofloxacin"	"Levaquin#Levofloxacin Hydrate#Quixin"	"C1586"	"A broad-spectrum, third-generation fluoroquinolone antibiotic and optically active L-isomer of ofloxacin with antibacterial activity. Levofloxacin diffuses through the bacterial cell wall and acts by inhibiting DNA gyrase (bacterial topoisomerase II), an enzyme required for DNA replication, RNA transcription, and repair of bacterial DNA. Inhibition of DNA gyrase activity leads to blockage of bacterial cell growth."
"DRUG-000103"		"ok"	"Levoleucovorin"	"calcium levoleucovorin#Fusilev#Isovorin#L-5-Formyltetrahydrofolate#L-Leucovorin#Levofolinate#Levofolinic acid#Levoleucovorin Calcium"	"C1559"	"The active l-isomer of the racemic mixture of the 5-formyl derivative of tetrahydrofolic acid. Metabolically active, l-leucovorin, also known levoleucovorin, does not require bioactivation by dihydrofolate reductase, an enzyme inhibited by folic acid antagonists. This agent may enhance the effects of fluoropyrimidines by stabilizing their binding to the enzyme thymidylate synthase. (NCI04)"
"DRUG-004582"		"ok"	"Lilotomab"	"Anti-CD37 Monoclonal Antibody HH1#HH1"	"C165685"	"A murine immunoglobulin G1 (IgG1) monoclonal antibody directed against the CD37 antigen with potential antineoplastic activity. Upon administration, lilotomab both activates the immune system to induce an antibody-dependent cell-mediated cytotoxicity (ADCC) against CD37-overexpressing tumor cells and induces apoptosis in these tumor cells. CD37 is a transmembrane glycoprotein expressed at high-levels on B-cells and to a lesser extent on T-cells and myeloid cells, and is frequently overexpressed in certain B-cell malignancies."
"DRUG-012083"		"ok"	"Linsitinib"	"IGF-1R inhibitor OSI-906#OSI-906#OSI-906AA"	"C70982"	"An orally bioavailable small molecule inhibitor of the insulin-like growth factor 1 receptor (IGF-1R) with potential antineoplastic activity. Linsitinib selectively inhibits IGF-1R, which may result in the inhibition of tumor cell proliferation and the induction of tumor cell apoptosis. Overexpressed in a variety of human cancers, IGF-1R stimulates cell proliferation, enables oncogenic transformation, and suppresses apoptosis."
"DRUG-000216"		"ok"	"Lobaplatin"	"D-19466"	"C1434"	"A third-generation, water-soluble platinum compound with potential antineoplastic activity. Lobaplatin forms highly reactive, charged, platinum complexes that bind to nucleophilic groups such as GC- and AG-rich sites in DNA, inducing intrastrand DNA cross-links. These cross-links will ultimately result in induction of apoptosis and cell growth inhibition. Compared to first and second generation platinum compounds, lobaplatin appears to be more stable, less toxic, have a better therapeutic index and may overcome tumor resistance."
"DRUG-008152"		"ok"	"Lonafarnib"	"Sarasar#SCH-66336#SCH 66336#SCH66336"	"C1829"	"A synthetic tricyclic derivative of carboxamide with antineoplastic properties.  Lonarfanib binds to and inhibits farnesyl transferase, an enzyme involved in the post-translational modification and activation of Ras proteins.  Ras proteins participate in numerous signalling pathways (proliferation, cytoskeletal organization), and play an important role in oncogenesis.  Mutated ras proteins have been found in a wide range of human cancers. (NCI04)"
"DRUG-000104"		"ok"	"Loperamide"	"Imodium#Imodium A-D#loperamide hydrochloride"	"C618"	"A synthetic agent chemically related to the opiates with anti-diarrheal properties.  Loperamide decreases gastro-intestinal motility by effects on the circular and longitudinal muscles of the intestine. Part of its anti-diarrheal effect may be due to a reduction of gastro-intestinal secretion produced by opioid receptor binding in the intestinal mucosa. (NCI04)"
"DRUG-000105"		"ok"	"Lorazepam"	"Ativan"	"C619"	"A benzodiazepine with anxiolytic, anti-anxiety, anticonvulsant, anti-emetic and sedative properties. Lorazepam enhances the effect of the inhibitory neurotransmitter gamma-aminobutyric acid on the GABA receptors by binding to a site that is distinct from the GABA binding site in the central nervous system. This leads to an increase in chloride channel opening events, a facilitation of chloride ion conductance, membrane hyperpolarization, and eventually inhibition of the transmission of nerve signals, thereby decreasing nervous excitation."
"DRUG-000367"		"ok"	"Lorlatinib"	"Lorbrena#PF-06463922"	"C113655"	"An orally available, ATP-competitive inhibitor of the receptor tyrosine kinases, anaplastic lymphoma kinase (ALK) and C-ros oncogene 1 (Ros1), with potential antineoplastic activity. Upon administration, lorlatinib binds to and inhibits both ALK and ROS1 kinases. The kinase inhibition leads to disruption of ALK- and ROS1-mediated signaling and eventually inhibits tumor cell growth in ALK- and ROS1-overexpressing tumor cells. In addition, PF-06463922 is able to cross the blood brain barrier. ALK belongs to the insulin receptor superfamily and plays an important role in nervous system development; ALK dysregulation and gene rearrangements are associated with a series of tumors. ROS1, overexpressed in certain cancer cells, plays a key role in cell growth and survival of cancer cells."
"DRUG-015971"		"ok"	"Lurbinectedin"	"PM01183#Zepzelca"	"C82382"	"A synthetic tetrahydropyrrolo [4, 3, 2-de]quinolin-8(1H)-one alkaloid analogue with potential antineoplastic activity. Lurbinectedin covalently binds to residues lying in the minor groove of DNA, which may result in delayed progression through S phase, cell cycle arrest in the G2/M phase and cell death."
"DRUG-000218"		"ok"	"Lutetium Lu 177 Dotatate"	"177 Lu-DOTA-TATE#177 Lu-DOTA-Tyr3-Octreotate#177Lu-DOTA0-Tyr3-Octreotate#Lutathera#Lutetium Lu 177-DOTA-Tyr3-Octreotate#lutetium Lu 177-DOTATATE#Lutetium Oxodotreotide Lu-177"	"C95020"	"A radioconjugate consisting of the tyrosine-containing somatostatin analog Tyr3-octreotate (TATE) conjugated with the bifunctional, macrocyclic chelating agent tetra-azacyclododecanetetra-acetic acid (DOTA) and radiolabeled with the beta-emitting radioisotope lutetium Lu 177, with potential imaging and antineoplastic activities. Lutetium Lu 177 dotatate binds to somatostatin receptors (SSTRs), with high affinity to type 2 SSTR, present on the cell membranes of many types of neuroendocrine tumor (NET) cells. Upon binding and internalization, this radioconjugate specifically delivers a cytotoxic dose of beta radiation to SSTR-positive cells. Tyr3-octreotate (TATE) is an octreotide derivative in which phenylalanine at position 3 is substituted by tyrosine and position 8 threoninol is replaced with threonine. SSTRs have been shown to be present in large numbers on NET and their metastases, while most other normal tissues express low levels of SSTRs."
"DRUG-000217"		"ok"	"Lutetium Lu-177 Capromab"	"177Lu-meO-DOTA-7E11#CYT-500#Lutetium Lu 177-Labeled Capromab"	"C67039"	"A radioimmunoconjugate consisting of capromab linked to lutetium Lu 177 via the bifunctional macrocyclic chelator methoxy-tetraazacyclododecane-tetraacetic acid (MeO-DOTA) with potential antineoplastic activity. Lutetium Lu 177-capromab binds to human prostate specific membrane antigen (PSMA) expressed on tumor cell surfaces via its capromab moiety and, upon internalization, delivers cytotoxic beta radiation directly to PSMA-expressing tumor cells. PSMA is a cell surface glycoprotein abundantly expressed by prostate epithelium and is typically overexpressed by prostate cancer cells."
"DRUG-000219"		"ok"	"MAGE-A1-specific T Cell Receptor-transduced Autologous T-cells"	"MAGE-A1-specific T Cell Receptor-transduced Autologous CD8+ and CD4+ T-cells#MAGE-A1-specific TCR-transduced Autologous T-cells"	"C174139"	"A preparation of autologous CD4- and CD8-positive T-lymphocytes genetically modified to express a T-cell receptor (TCR) that specifically targets the human melanoma-associated antigen A1 (MAGE-A1), with potential antineoplastic activity. Upon isolation, transduction, expansion ex vivo, and reintroduction into the patient, the MAGE-A1-specific TCR-transduced autologous T-cells bind to tumor cells expressing MAGE-A1, which may halt the growth of and kill MAGE-A1-expressing cancer cells. MAGE-A1 is a tumor-associated antigen (TAA) overexpressed by a variety of cancer cell types."
"DRUG-001255"		"ok"	"Magrolimab"	"Hu5F9-G4"	"C117730"	"A humanized monoclonal antibody targeting the human cell surface antigen CD47, with potential immunostimulating and antineoplastic activities. Upon administration, magrolimab selectively binds to CD47 expressed on tumor cells and blocks the interaction of CD47 with its ligand signal regulatory protein alpha (SIRPa), a protein expressed on phagocytic cells. This prevents CD47/SIRPa-mediated signaling, allows the activation of macrophages, through the induction of pro-phagocytic signaling mediated by calreticulin, which is specifically expressed on the surface of tumor cells, and results in specific tumor cell phagocytosis. In addition, blocking CD47 signaling activates an anti-tumor T-lymphocyte immune response and T-mediated cell killing. CD47, a tumor associated antigen expressed on normal, healthy hematopoietic stem cells (HSC), is overexpressed on the surface of a variety of cancer cells. Expression of CD47, and interaction with SIRP-alpha, leads to inhibition of macrophages and protects cancer cells from phagocytosis thereby allowing cancer cells to proliferate."
"DRUG-000106"		"ok"	"Mannitol"	"D-Mannitol#Osmitrol#Resectisol"	"C625"	"A naturally occurring alcohol found in fruits and vegetables and used as an osmotic diuretic. Mannitol is freely filtered by the glomerulus and poorly reabsorbed from the renal tubule, thereby causing an increase in osmolarity of the glomerular filtrate. An increase in osmolarity limits tubular reabsorption of water and inhibits the renal tubular reabsorption of sodium, chloride, and other solutes, thereby promoting diuresis. In addition, mannitol elevates blood plasma osmolarity, resulting in enhanced flow of water from tissues into interstitial fluid and plasma."
"DRUG-000107"		"ok"	"Mapatumumab"	"anti-TRAIL R1-mAb#HGS-ETR1#TRM-1 mAb"	"C61502"	"A fully human agonistic monoclonal antibody to tumor necrosis factor-related apoptosis-inducing ligand receptor-1 (TRAIL-R1) with apoptosis promoting and potential antitumor activities. TRAIL-R1 is a cell surface receptor expressed on many malignant cell types. Mapatumumab selectively binds to and activates the TRAIL cell receptor, thereby inducing apoptosis and reducing tumor growth."
"DRUG-000108"		"ok"	"Masitinib"	"AB1010#Masitinib Mesylate"	"C79910"	
"DRUG-000368"		"ok"	"Mechlorethamine"	"Caryolysine#Chlorethamine HCl#chlorethamine hydrochloride#chlorethazine#Chlorethazine Hydrochloride#Chlormethine#Chlormethine hydrochloride#chloromethine#Chloromethine HCl#Chloromethine Hydrochloride#Cloramin#Erasol#HN 2#HN 2 Hydrochloride#HN2#mechlorethamine HCl#mechlorethamine hydrochloride#methylchlorethamine#Methylchlorethamine Hydrochloride#Mustard#Mustargen#Mustargen HCl#Mustargen hydrochloride#mustine#Mustine hydrochloride#N-Lost#Nitrogen Mustard#NITROGEN MUSTARD HN-2#Onco-Cloramin#WR-147650"	"C62056"	"A synthetic agent related to sulphur mustard with antineoplastic and immunosuppressive properties. Nitrogen mustard (a member of a family of chemotherapy agents including cyclophosphamide and chlorambucil) is an irritant and carcinogenic agent metabolized to a highly reactive ethylene immonium derivative; the ethylene immonium derivative alkylates DNA and inhibits DNA replication. This agent also exhibits lympholytic properties. (NCI04)"
"DRUG-000109"		"ok"	"Medroxyprogesterone"	"17Alpha-hydroxy-6alpha-methylprogesterone#6Alpha-methyl-17alpha-hydroxyprogesterone#Curretab"	"C629"	"A synthetic derivative of progesterone administered as an acetate salt (medroxyprogesterone acetate) with antiestrogenic activity. As a do all progestins, medroxyprogesterone binds to and activates nuclear receptors which subsequently bind to and activate target genes for transcription. As an antiestrogen, this agent may inhibit the growth-stimulating effects of estrogen on estrogen-sensitive tumor cells. (NCI04)"
"DRUG-000110"		"ok"	"Mefloquine"	"Lariam#Mefloquine Hydrochloride#Mephaquin#Ro 21-5998/001"	"C61827"	"A quinolinemethanol derivative with antimalarial, anti-inflammatory, and potential chemosensitization and radiosensitization activities. Although the exact mechanism remains to be elucidated, mefloquine, a weak base, preferentially accumulates in lysosomes and disrupts lysosomal function and integrity, thereby leading to host cell death. Similar to chloroquine, the chemosensitizing and radiosensitizing activities of this agent may be related to its inhibition of autophagocytosis, a cellular mechanism involving lysosomal degradation that minimizes the production of reactive oxygen species (ROS) related to tumor reoxygenation and tumor exposure to chemotherapeutic agents and radiation. Compared to chloroquine, mefloquine has better blood-brain-barrier (BBB) penetration."
"DRUG-000111"		"ok"	"Megestrol"	"Compound 5071#MEG"	"C630"	"A synthetic derivative of progesterone with antiestrogenic activity. Megestrol binds to and activates nuclear receptors which subsequently bind to and activate target genes for transcription. As an antiestrogen, this agent may inhibit the growth-stimulating effects of estrogen on estrogen-sensitive tumor cells. In addition, megestrol stimulates appetite in cachectic subjects."
"DRUG-000369"		"ok"	"Melphalan"	"Alanine Nitrogen Mustard#Alkeran#Alkerana#CB-3025#Evomela#L-PAM#L-Phenylalanine mustard#L-sarcolysin#L-Sarcolysin Phenylalanine mustard#L-Sarcolysine#Melphalan Hydrochloride#Melphalanum#Phenylalanine Mustard#Phenylalanine nitrogen mustard#Sarcoclorin#Sarkolysin#WR-19813"	"C633"	"A phenylalanine derivative of nitrogen mustard with antineoplastic activity. Melphalan alkylates DNA at the N7 position of guanine and induces DNA inter-strand cross-linkages, resulting in the inhibition of DNA and RNA synthesis and cytotoxicity against both dividing and non-dividing tumor cells."
